RowNum,BirthYear,animalGender,AnimalName,ZipCode,DogCount
1,2018,F,BETSIE,10471,1
1,2018,F,LOLA,10472,3
1,2018,F,COOKIE,10473,2
1,2018,F,ARROW,10474,1
1,2018,F,PRINCESS,10475,2
1,2018,F,ELPIDA,10598,1
1,2018,F,LUSIANA,10606,1
1,2018,F,ARYA,10918,1
1,2018,F,SHIH-TZU,10956,1
1,2018,F,MORKIE,10980,1
1,2018,F,GRACIE,11001,1
1,2018,F,PEANUT,11003,1
1,2018,F,BOOP,11004,2
1,2018,F,FINN,11030,1
1,2018,F,DIXIE,11040,1
1,2018,F,LUNA,11101,4
1,2018,F,FRENCH,11102,2
1,2018,F,BAMBI,11103,1
1,2018,F,BELLA,11104,2
1,2018,F,ANASTASIA,11105,1
1,2018,F,LILY,11106,2
1,2018,F,CHIBA,11109,1
1,2018,F,LILY,11201,3
1,2018,F,ADAMS,11203,1
1,2018,F,ACE,11204,1
1,2018,F,LUNA,11205,3
1,2018,F,LUNA,11206,5
1,2018,F,SKY,11207,2
1,2018,F,BELLA,11208,3
1,2018,F,SOPHIE,11209,2
1,2018,F,ARABELLA,11210,1
1,2018,F,PHOEBE,11211,2
1,2018,F,BELLA,11212,5
1,2018,F,RUBY,11213,3
1,2018,F,SOPHIE,11214,3
1,2018,F,BIRDIE,11215,2
1,2018,F,JEWEL,11216,2
1,2018,F,PENNY,11217,3
1,2018,F,BELLA,11218,2
1,2018,F,BELLA,11219,1
1,2018,F,LOLA,11220,2
1,2018,F,BELLA,11221,3
1,2018,F,DAISY,11222,2
1,2018,F,BELLA,11223,3
1,2018,F,BELLA,11224,2
1,2018,F,BELLA,11225,2
1,2018,F,AMY,11226,1
1,2018,F,BELLA,11228,4
1,2018,F,BELLA,11229,3
1,2018,F,ADELAIDE,11230,1
1,2018,F,BAILEY,11231,2
1,2018,F,MAKKACHIN,11232,2
1,2018,F,PEBBLES,11233,2
1,2018,F,COCO,11234,3
1,2018,F,DAISY,11235,2
1,2018,F,BELLA,11236,2
1,2018,F,BELLA,11237,2
1,2018,F,LOLA,11238,2
1,2018,F,BELLE,11239,1
1,2018,F,MILLIE,11243,1
1,2018,F,LILY,11249,2
1,2018,F,PEREZ,11353,1
1,2018,F,ANGELA,11354,1
1,2018,F,LUNA,11355,5
1,2018,F,AURORA,11356,1
1,2018,F,N.A.,11357,2
1,2018,F,AGAPI,11358,1
1,2018,F,ARIEL,11360,2
1,2018,F,ATHENA,11361,3
1,2018,F,CHARLOTTE,11362,1
1,2018,F,PEPPER,11363,1
1,2018,F,AGUIAR,11364,1
1,2018,F,BAGEL,11365,1
1,2018,F,BEBA,11366,1
1,2018,F,BRANWEN,11367,1
1,2018,F,BELLA,11368,2
1,2018,F,BAYLENE,11369,1
1,2018,F,BELLA,11370,2
1,2018,F,BAMBI,11372,2
1,2018,F,MIA,11373,3
1,2018,F,LOLA,11374,2
1,2018,F,BELLA,11375,2
1,2018,F,COCOA,11377,2
1,2018,F,BRANDY,11378,2
1,2018,F,CHLOE,11379,2
1,2018,F,LUNA,11385,4
1,2018,F,COCO,11411,2
1,2018,F,AURORA,11412,1
1,2018,F,LUCKY,11413,2
1,2018,F,LOLA,11414,2
1,2018,F,ABIGAIL,11415,1
1,2018,F,BELLA,11416,1
1,2018,F,BELLA,11417,1
1,2018,F,DAISY,11418,2
1,2018,F,AVA,11419,1
1,2018,F,BABY,11420,1
1,2018,F,POODLE,11421,2
1,2018,F,ARIA,11422,1
1,2018,F,BELLA,11423,2
1,2018,F,CHAI,11426,1
1,2018,F,MINGMING,11427,2
1,2018,F,KHLOE,11428,1
1,2018,F,ANASTASIA,11429,1
1,2018,F,BELL,11432,1
1,2018,F,ALICE,11433,1
1,2018,F,ASPEN,11434,1
1,2018,F,ABIGAIL,11435,1
1,2018,F,ALMEIDA,11436,1
1,2018,F,LIESEL,11530,1
1,2018,F,DAISY,11552,1
1,2018,F,QUEEN,11561,1
1,2018,F,BELLA,11572,1
1,2018,F,SIMONA,11580,1
1,2018,F,POM,11581,1
1,2018,F,DULCE,11590,1
1,2018,F,BELLA,11691,1
1,2018,F,APPLEWHITE,11692,1
1,2018,F,CALI,11693,1
1,2018,F,SANDY,11694,2
1,2018,F,MINIE,11797,1
1,2018,F,CAMILA,11950,1
1,2018,F,POMA,12701,1
1,2018,F,LILY,13357,1
1,2018,F,BALI,13903,1
1,2018,F,LUNA,14532,1
1,2018,F,LUNA,98433,1
